URL,hxxp://www.excel-dougakaisetu.com/wordpress/wp-content/plugins/[masked]/account.doc
URL,hxxp://www.ippan.x0.to/wp-content/themes/[masked]/account.doc
URL,hxxp://www.newbeginningsari.org.au/wp-content/[masked]/account.doc
URL,hxxp://www.sternschule-uelzen.de/wp-content/plugins/[masked]/account.doc
URL,hxxp://elveland.no/wp-content/themes/[masked]/account.doc
URL,hxxp://www.nightaccess.com/themes/[masked]/account.doc
URL,hxxp://excel-dougakaisetu.com/wordpress/wp-content/plugins/[masked]/account.doc
URL,hxxp://nightaccess.com/themes/[masked]/account.doc
URL,hxxp://www.paintballandbbthailand.com/modules/[masked]/account.doc
URL,hxxp://ippan.x0.to/wp-content/themes/[masked]/account.doc
URL,hxxp://www.elveland.no/wp-content/themes/[masked]/account.doc
URL,hxxp://paintballandbbthailand.com/modules/[masked]/account.doc
URL,hxxp://sternschule-uelzen.de/wp-content/plugins/[masked]/account.doc
URL,hxxp://www.yacht-energy.fr/wp-content/themes/[masked]/account.doc
URL,hxxp://tittertte.ru/sliva/gate.php
URL,hxxp://tythetru.ru/sliva/gate.php
URL,hxxp://rulahat.ru/sliva/gate.php
URL,hxxp://awc.asia/wp-content/themes/[masked]/hsg.exe
URL,hxxp://teatromanzonicassino.it/wp-content/themes/[masked]/hsg.exe
URL,hxxp://www.bisaim.com/wp-content/themes/[masked]/hsg.exe
Host,www.excel-dougakaisetu.com
Host,www.ippan.x0.to
Host,www.newbeginningsari.org.au
Host,www.sternschule-uelzen.de
Host,elveland.no
Host,www.nightaccess.com
Host,excel-dougakaisetu.com
Host,nightaccess.com
Host,www.paintballandbbthailand.com
Host,ippan.x0.to
Host,www.elveland.no
Host,paintballandbbthailand.com
Host,sternschule-uelzen.de
Host,www.yacht-energy.fr
Host,tittertte.ru
Host,tythetru.ru
Host,rulahat.ru
Host,awc.asia
Host,teatromanzonicassino.it
Host,www.bisaim.com
Host,castuning.ru
Host,mgsmedia.ru
Host,puropea.com
Host,futooke.com
Host,citroxi.com
MD5,e56a57acf528b8cd340ae039519d5150
MD5,040c51e8c9118cc113c380d530984ba8
MD5,ef10ea1a8b342dd9f6d1cec46fcd3c0f
MD5,4b7623945d31ecd6ff1ed13f0ba1d6e0
MD5,3e631d530267a38e65afc5b012d4ff0c
